,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,x_kpca_rbf,y_kpca_rbf,cluster_kpca_rbf
290,HoReCa,other,2708,2160,2642,502,965,1522,-0.3143728111931623,-0.27668021412335103,4
291,HoReCa,other,6022,3354,3261,2507,212,686,-0.3599843378584551,-0.15843029184675336,4
292,HoReCa,other,2838,3086,4329,3838,825,1060,-0.2913579623488784,-0.197472910263069,4
293,Retail,Porto,3996,11103,12469,902,5952,741,0.4686830215519906,-0.40596212992940484,3
294,HoReCa,Porto,21273,2013,6550,909,811,1854,-0.171831447378785,0.261018736992871,0
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.2655332180845536,-0.24361557196200995,4
296,HoReCa,Porto,19087,1304,3643,3045,710,898,-0.29770613434406057,0.2833840797503587,0
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.11971899037075759,-0.27190417315344795,4
298,Retail,Porto,6758,4560,9965,934,4538,1037,0.08449477145517516,-0.3635272222293553,2
299,HoReCa,Porto,444,879,2060,264,290,259,-0.34051565146630614,-0.27633210770595773,4
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.04893722121611407,0.005602303737202038,0
301,Retail,Porto,5283,13316,20399,1809,8752,172,0.7742541865913969,-0.22886520228985466,3
302,Retail,Porto,2886,5302,9785,364,6236,555,0.22920252886323708,-0.44612648405195365,2
303,Retail,Porto,2599,3688,13829,492,10069,59,0.5055816040427811,-0.3171411922515551,3
304,Retail,Porto,161,7460,24773,617,11783,2410,0.7710914221737654,-0.12696710773182326,3
305,Retail,Porto,243,12939,8852,799,3909,211,0.3083983987722223,-0.3958960657338045,2
306,Retail,Porto,6468,12867,21570,1840,7558,1543,0.7711669007366837,-0.2258387219517159,3
307,HoReCa,Porto,17327,2374,2842,1149,351,925,-0.3252010888394001,0.1610767736408488,0
308,HoReCa,Porto,6987,1020,3007,416,257,656,-0.38365197689746544,-0.1658441408734833,4
309,Retail,Porto,918,20655,13567,1465,6846,806,0.6578228765045806,-0.15539718300181227,3
310,HoReCa,Porto,7034,1492,2405,12569,299,1117,0.013134526972498322,0.34162278620623954,1
311,HoReCa,Porto,29635,2335,8280,3046,371,117,-0.02646662316637595,0.5344281621502378,1
312,Retail,Porto,2137,3737,19172,1274,17120,142,0.6284253283921184,0.021661103812011535,3
313,HoReCa,Porto,9784,925,2405,4447,183,297,-0.387142582866518,0.06367529788611803,0
314,HoReCa,Porto,10617,1795,7647,1483,857,1233,-0.2629924498388876,-0.10391546870091727,4
315,Retail,Porto,1479,14982,11924,662,3891,3508,0.48807897334335715,-0.25806401043203586,3
316,HoReCa,Porto,7127,1375,2201,2679,83,1059,-0.40568012229347994,-0.07842738547810937,4
317,HoReCa,Porto,1182,3088,6114,978,821,1637,-0.22253630869097044,-0.3367088168451971,4
318,HoReCa,Porto,11800,2713,3558,2121,706,51,-0.3551299042207883,-0.021145899997862466,4
319,Retail,Porto,9759,25071,17645,1128,12408,1625,0.6860453151378303,0.0928364383849331,3
320,HoReCa,Porto,1774,3696,2280,514,275,834,-0.31697381285837206,-0.29340038191141166,4
321,HoReCa,Porto,9155,1897,5167,2714,228,1113,-0.34896669102388117,-0.06420395700677438,4
322,HoReCa,Porto,15881,713,3315,3703,1470,229,-0.32180550498710836,0.18181153108831632,0
323,HoReCa,Porto,13360,944,11593,915,1679,573,-0.11449573525942269,-0.07588106418664504,4
324,HoReCa,Porto,25977,3587,2464,2369,140,1092,-0.1679962574485715,0.4835178536196521,0
325,HoReCa,Porto,32717,16784,13626,60869,1272,5609,0.38821363720034086,0.256151576312536,1
326,HoReCa,Porto,4414,1610,1431,3498,387,834,-0.38766982117228593,-0.11475102100598651,4
327,HoReCa,Porto,542,899,1664,414,88,522,-0.35250051970352164,-0.26262483291560934,4
328,HoReCa,Porto,16933,2209,3389,7849,210,1534,-0.17826682983800388,0.41414756816629966,0
329,HoReCa,Porto,5113,1486,4583,5127,492,739,-0.31507782184368294,-0.05942992699149691,4
330,HoReCa,Porto,9790,1786,5109,3570,182,1043,-0.34625654807431333,-0.0061249693325245635,4
331,Retail,Porto,11223,14881,26839,1234,9606,1102,0.8114916021945148,-0.047328777979209494,3
332,HoReCa,Porto,22321,3216,1447,2208,178,2602,-0.19694973649114708,0.39533057141033223,0
333,Retail,Porto,8565,4980,67298,131,38102,1215,0.38873082927129265,0.25650757196708285,1
334,Retail,Porto,16823,928,2743,11559,332,3486,0.05847674886963255,0.49762071970375127,1
335,Retail,Porto,27082,6817,10790,1365,4111,2139,0.2264666763669941,0.2964668954567909,1
336,HoReCa,Porto,13970,1511,1330,650,146,778,-0.38511806858450603,0.060642767913155364,0
337,HoReCa,Porto,9351,1347,2611,8170,442,868,-0.23093582483456884,0.22304400304520647,0
338,HoReCa,Porto,3,333,7021,15601,15,550,0.19369506559968283,0.3019846574081556,1
339,HoReCa,Porto,2617,1188,5332,9584,573,1942,-0.08125119583729198,0.14198250994142508,0
340,Retail,other,381,4025,9670,388,7271,1371,0.28155202397468915,-0.43480922678834777,2
341,Retail,other,2320,5763,11238,767,5162,2158,0.25197227010184436,-0.43153132302123265,2
342,HoReCa,other,255,5758,5923,349,4595,1328,0.04779688442611848,-0.45422775524739745,2
343,Retail,other,1689,6964,26316,1456,15469,37,0.7106863091188903,0.016683836766824146,3
344,HoReCa,other,3043,1172,1763,2234,217,379,-0.39145292946116694,-0.1873301674769626,4
345,HoReCa,other,1198,2602,8335,402,3843,303,-0.03792452266030626,-0.43012181945633293,2
346,Retail,other,2771,6939,15541,2693,6600,1115,0.47729979718700305,-0.3846133998469817,3
347,Retail,other,27380,7184,12311,2809,4621,1022,0.2696410101194686,0.2971316979045259,1
348,HoReCa,other,3428,2380,2028,1341,1184,665,-0.34710547573885975,-0.25515377073114637,4
349,Retail,other,5981,14641,20521,2005,12218,445,0.8156262449953643,-0.10382320730434341,3
350,HoReCa,other,3521,1099,1997,1796,173,995,-0.3894495307066877,-0.1896567425211093,4
351,Retail,other,1210,10044,22294,1741,12638,3137,0.7882255899770116,-0.09914293818875611,3
352,HoReCa,other,608,1106,1533,830,90,195,-0.35846829017617576,-0.254664605207081,4
353,Retail,other,117,6264,21203,228,8682,1111,0.6804823620864884,-0.3121845546185823,3
354,HoReCa,other,14039,7393,2548,6386,1333,2341,-0.09579877000369437,0.22809127582024855,0
355,HoReCa,other,190,727,2012,245,184,127,-0.3391591988127158,-0.2721654241624321,4
356,HoReCa,other,22686,134,218,3157,9,548,-0.2825655132400363,0.43581260229550833,0
357,Retail,other,37,1275,22272,137,6747,110,0.4931947764853446,-0.26890923463838706,3
358,HoReCa,other,759,18664,1660,6114,536,4100,0.2946331806778437,0.06927533795348956,1
359,HoReCa,other,796,5878,2109,340,232,776,-0.25164922962872954,-0.31836424535185265,4
360,HoReCa,other,19746,2872,2006,2601,468,503,-0.29892420326808244,0.2897378299510169,0
361,HoReCa,other,4734,607,864,1206,159,405,-0.4109663113883564,-0.16140010176652875,4
362,HoReCa,other,2121,1601,2453,560,179,712,-0.3562311510982202,-0.26181677614454574,4
363,HoReCa,other,4627,997,4438,191,1335,314,-0.313942734246871,-0.2708110225835605,4
364,HoReCa,other,2615,873,1524,1103,514,468,-0.3791471801830557,-0.2280871946370245,4
365,Retail,other,4692,6128,8025,1619,4515,3105,0.13875935027324232,-0.3148640049784174,2
366,HoReCa,other,9561,2217,1664,1173,222,447,-0.4018851901578189,-0.0764826736804701,4
367,HoReCa,other,3477,894,534,1457,252,342,-0.40228438204330486,-0.18177651816688162,4
368,HoReCa,other,22335,1196,2406,2046,101,558,-0.2760308998937724,0.370498807976762,0
369,HoReCa,other,6211,337,683,1089,41,296,-0.4209044645327595,-0.12224306156304521,4
370,Retail,other,39679,3944,4955,1364,523,2235,0.16505220495802989,0.6779861840154187,1
371,HoReCa,other,20105,1887,1939,8164,716,790,-0.1495369157080776,0.49479231720170463,0
372,HoReCa,other,3884,3801,1641,876,397,4829,-0.09603323231453317,-0.07813667478542854,4
373,Retail,other,15076,6257,7398,1504,1916,3113,-0.01641843844824127,0.022376105791714555,0
374,HoReCa,other,6338,2256,1668,1492,311,686,-0.3967268115418853,-0.154842552689504,4
375,HoReCa,other,5841,1450,1162,597,476,70,-0.3918964469038706,-0.1769315612993672,4
376,Retail,other,3136,8630,13586,5641,4666,1426,0.34950771023157323,-0.25204203154348354,2
377,HoReCa,other,38793,3154,2648,1034,96,1242,0.10566190847121675,0.6733698564176087,1
378,HoReCa,other,3225,3294,1902,282,68,1114,-0.338859879661238,-0.25410633702508073,4
379,Retail,other,4048,5164,10391,130,813,179,-0.07879826909289224,-0.3549179198824443,2
380,HoReCa,other,28257,944,2146,3881,600,270,-0.13699014414873445,0.5755076782882418,0
381,HoReCa,other,17770,4591,1617,9927,246,532,-0.06713238007907163,0.47008593451387454,1
382,HoReCa,other,34454,7435,8469,2540,1711,2893,0.2106344723700519,0.5755025593158934,1
383,HoReCa,other,1821,1364,3450,4006,397,361,-0.33741810018437585,-0.16765817579159856,4
384,HoReCa,other,10683,21858,15400,3635,282,5120,0.4887169240956621,0.12965451064297645,3
385,HoReCa,other,11635,922,1614,2583,192,1068,-0.40970794527305027,0.05769691904173579,0
386,HoReCa,other,1206,3620,2857,1945,353,967,-0.31496843781338035,-0.27570438485508386,4
387,HoReCa,other,20918,1916,1573,1960,231,961,-0.29668044857106896,0.3281900653322785,0
388,HoReCa,other,9785,848,1172,1677,200,406,-0.4241081905369756,-0.03081011194968616,4
389,HoReCa,other,9385,1530,1422,3019,227,684,-0.4141783570123771,-0.003291010853885445,4
390,HoReCa,other,3352,1181,1328,5502,311,1000,-0.336858874555542,-0.03115569628706912,4
391,HoReCa,other,2647,2761,2313,907,95,1827,-0.3255809984953705,-0.2383196337266044,4
392,HoReCa,other,518,4180,3600,659,122,654,-0.28037430220935733,-0.3261562230177065,4
393,HoReCa,other,23632,6730,3842,8620,385,819,0.006362195861557744,0.5473971267024299,1
394,HoReCa,other,12377,865,3204,1398,149,452,-0.39223103036499546,0.016214233975294545,4
395,HoReCa,other,9602,1316,1263,2921,841,290,-0.40467421196887116,-0.01572740637349577,4
396,Retail,other,4515,11991,9345,2644,3378,2213,0.2785730210904913,-0.29246061188066286,2
397,HoReCa,other,11535,1666,1428,6838,64,743,-0.303475834253353,0.2334316097965615,0
398,HoReCa,other,11442,1032,582,5390,74,247,-0.3697651997401876,0.17245255305489754,0
399,HoReCa,other,9612,577,935,1601,469,375,-0.42174119327619103,-0.03883115167181067,4
400,HoReCa,other,4446,906,1238,3576,153,1014,-0.3961124399168776,-0.09020633126283682,4
401,HoReCa,other,27167,2801,2128,13223,92,1902,0.17457468938502774,0.6272201390406893,1
402,HoReCa,other,26539,4753,5091,220,10,340,-0.0990698455142198,0.39006507913917887,0
403,HoReCa,other,25606,11006,4604,127,632,288,0.0601418165613874,0.2946910059990127,1
404,HoReCa,other,18073,4613,3444,4324,914,715,-0.2374337018195746,0.2656861368195505,0
405,HoReCa,other,6884,1046,1167,2069,593,378,-0.4137578499250275,-0.10906607830590276,4
406,HoReCa,other,25066,5010,5026,9806,1092,960,0.06187866382762081,0.5906116900872387,1
407,Retail,other,7362,12844,18683,2854,7883,553,0.7199105183608602,-0.23564849967225218,3
408,Retail,other,8257,3880,6407,1646,2730,344,-0.18099420214199186,-0.24517635919769126,4
409,HoReCa,other,8708,3634,6100,2349,2123,5137,0.023853179572380857,-0.007948580461507121,0
410,HoReCa,other,6633,2096,4563,1389,1860,1892,-0.2689968115468294,-0.20864455808521865,4
411,HoReCa,other,2126,3289,3281,1535,235,4365,-0.12527673868063852,-0.13036682945004555,4
412,HoReCa,other,97,3605,12400,98,2970,62,0.07833261518829737,-0.4432278848286628,2
413,HoReCa,other,4983,4859,6633,17866,912,2435,0.29063366990350875,0.36219369754534464,1
414,HoReCa,other,5969,1990,3417,5679,1135,290,-0.29993353952547347,-0.02380764363759257,4
415,Retail,other,7842,6046,8552,1691,3540,1874,0.0330691325002331,-0.2882393510508849,2
416,Retail,other,4389,10940,10908,848,6728,993,0.46474247972451477,-0.39633020915778255,3
417,HoReCa,other,5065,5499,11055,364,3485,1063,0.09561203949952993,-0.4065197452033573,2
418,Retail,other,660,8494,18622,133,6740,776,0.608935012345221,-0.3979627597846608,3
419,HoReCa,other,8861,3783,2223,633,1580,1521,-0.2986250080945299,-0.16073595822315975,4
420,HoReCa,other,4456,5266,13227,25,6818,1393,0.3841667956115901,-0.41276374558648543,2
421,Retail,other,17063,4847,9053,1031,3415,1784,0.018961285286999616,-0.005316173816363778,0
422,HoReCa,other,26400,1377,4172,830,948,1218,-0.1443280524915825,0.43216526907687064,0
423,Retail,other,17565,3686,4657,1059,1803,668,-0.22555447447787683,0.09352752154802445,0
424,Retail,other,16980,2884,12232,874,3213,249,0.03200306176934784,-0.028720903979686362,2
425,HoReCa,other,11243,2408,2593,15348,108,1886,0.16668175154602494,0.4403412784043108,1
426,HoReCa,other,13134,9347,14316,3141,5079,1894,0.4101264208195106,-0.14594694536942138,3
427,HoReCa,other,31012,16687,5429,15082,439,1163,0.3666327964631896,0.4480885615710112,1
428,HoReCa,other,3047,5970,4910,2198,850,317,-0.22118615048718113,-0.29550286152348937,4
429,HoReCa,other,8607,1750,3580,47,84,2501,-0.30181343750354783,-0.10453488914605835,4
430,HoReCa,other,3097,4230,16483,575,241,2080,0.1214606351171812,-0.28085612808732124,2
431,HoReCa,other,8533,5506,5160,13486,1377,1498,0.13621791448230278,0.3484916300336848,1
432,HoReCa,other,21117,1162,4754,269,1328,395,-0.2240988221409444,0.22510263162396377,0
433,HoReCa,other,1982,3218,1493,1541,356,1449,-0.33486316169287866,-0.24397401587503934,4
434,HoReCa,other,16731,3922,7994,688,2371,838,-0.11372207835996805,0.0020127808660367406,0
435,HoReCa,other,29703,12051,16027,13135,182,2204,0.376162331429812,0.46677890877174105,1
436,HoReCa,other,39228,1431,764,4510,93,2346,0.13023102137034726,0.745110523830311,1
437,Retail,other,14531,15488,30243,437,14841,1867,0.720746752401045,0.12240010136051449,3
438,HoReCa,other,10290,1981,2232,1038,168,2125,-0.3520036077123485,-0.03390882762428413,4
439,HoReCa,other,2787,1698,2510,65,477,52,-0.34342717028912295,-0.26828701544495376,4
